file_index,norm_T,norm_Td,norm_combined
463,22.103884687814013,32.341379442957745,39.17328863607891
464,24.585803801114107,35.01206252777645,42.782078853134344
465,19.10849335254284,41.207607980503674,45.42247762594027
466,19.295736207531515,36.51837382246633,41.30274884832772
467,21.329033892914065,34.608611443532695,40.653212331309064
468,24.19975637501025,35.99732227487144,43.37551636085506
469,20.558045448105112,36.52328928058019,41.91162001783394
470,21.03770729028748,36.0763132096775,41.76224973387529
471,21.414106495912616,30.0702650083675,36.915915195098954
472,21.895659889346046,31.587987053193647,38.434630843324705
473,21.421955492521725,34.94560785477709,40.98897029035299
474,24.683676498161564,30.302330832473178,39.083438172025616
475,28.17582054815427,31.833510867218237,42.511754582645665
476,25.01575786399676,29.859654599477853,38.95365341415661
477,22.337834761624766,34.17213973134239,40.8254087016412
478,24.332532134804897,34.42680803939912,42.15776597345913
479,23.14932005470125,24.931873909457174,34.02189523868511
480,22.252447182694297,30.25461888594896,37.55680190794497
481,15.537507316123945,36.805796220656546,39.95097957541342
482,18.981914679800347,32.97438424331372,38.0476425174664
483,17.953878246806166,35.26652442899483,39.57359586140775
484,19.146069267569423,38.92500084103768,43.37888494271551
485,23.75241896112299,27.836789697429573,36.593227066817114
486,22.712239939193086,30.35464915669134,37.91108767209534
487,21.787293985921206,37.56332279023514,43.42452530854376
488,19.563639827053436,40.77778917733894,45.227912769374754
489,26.23678997194478,36.16689221962072,44.681240368387314
490,16.683687714420813,37.12267010709362,40.699362054366624
491,12.634945603582935,26.54854945823459,29.401825262079015
492,14.994078820760688,27.690237863343352,31.489231057803206
493,16.47732932399568,38.5317710514105,41.90703714186586
494,4.541174527206897,16.047231774485994,16.677407283826398
495,4.791173349387116,11.89754735553362,12.826027254806624
496,9.28930083051611,9.619187964334463,13.37235532780311
497,5.634310560703997,14.64900902009813,15.69518782192099
498,13.982964501295823,12.163982274169836,18.533368852176256
499,8.839848757210703,11.086389616584055,14.179244013030539
500,11.380065018661458,7.87666298771866,13.840075854237913
501,11.564976345751628,58.31589647695265,59.451597621833955
502,12.068339876190644,38.278228623568076,40.135615280264474
503,7.26777343265767,24.40343898313476,25.4626857356412
504,7.665981726282879,19.926193110976016,21.349951937267004
505,3.71198647308517,7.9660997483313745,8.78849183743903
506,10.282446807054043,9.90461416242825,14.276907720037636
507,21.260937024354497,21.936997526617688,30.549293013691795
508,26.76655750567912,21.035777100035386,34.04339170686728
509,36.06653959299378,33.0873370650682,48.944531382682825
510,27.681945795397763,34.12129302471065,43.93805595036616
511,11.418143396918191,11.476912232906528,16.189302425812734
512,17.210691318801295,11.458642586848857,20.676275912364115
513,8.270708751203465,13.36795510721331,15.719632533736403
514,49.678200987762246,74.57890469030004,89.60991395032895
515,58.568234672459134,114.57493642853755,128.67654864135758
516,49.469918242609744,75.46341724339486,90.23303249354525
517,42.4429986824124,63.73157591841972,76.57102523931985
518,27.895933200021318,34.316907449163466,44.22480328926859
519,40.58376034644578,21.70798772240831,46.024757846337174
520,46.30149971581992,160.98661507260792,167.5127431226356
521,41.034527027982,145.38634586589245,151.0662833747064
522,30.72155419745309,99.5652797668427,104.19721122638892
523,40.287663509218945,47.543589271019464,62.31764366376066
524,45.56259777856432,55.65106578013259,71.92351102939759
525,9.18417692841675,16.131214280012408,18.56246696967132
526,14.112369485513629,17.0856299816272,22.160273562497697
527,17.715223511316925,13.156449574427908,22.066293514325878
528,16.160575014431164,11.668834306877333,19.93303486372344
529,25.53578238503481,22.11996576743014,33.784154089870825
530,37.03599613969525,43.86445286509794,57.40866864171229
531,24.236653739697097,25.448962849915635,35.143492920231466
532,17.854755384922044,8.32201489591122,19.698939610628056
533,22.171412274566002,24.8109765933588,33.27395500635556
534,19.624609551459127,27.651677510206902,33.90782460105194
535,15.238521263107968,39.84457153083158,42.659142170954965
536,13.000169513120179,44.08236191991331,45.95931940105382
537,11.830868016627642,40.24477687494709,41.94772346315279
538,33.55598437658507,15.697965245853409,37.04632505852157
539,28.43121937057854,14.862921789693756,32.081781107421605
