lambda_um,PC1_plus,PC2_plus,PC3_plus,PC4_plus,PC5_plus,PC6_plus,PC7_plus,PC8_plus,PC9_plus,PC1_minus,PC2_minus,PC3_minus,PC4_minus,PC5_minus,PC6_minus,PC7_minus,PC8_minus,PC9_minus
9.708737864,0.49851691,0.0445578,-0.01899011,-0.00403142,0.0031827,0.00350097,0.00021218,0.00021218,0.00063654,-0.4084465,-0.0413751,0.02047537,0.00477405,-0.00265225,-0.00307661,0.00010609,0,-0.00042436
9.718172983,0.494478747,0.039071233,-0.016941456,-0.002964755,0.004023596,0.004023596,0,0.000423536,0.000423536,-0.420889297,-0.036530015,0.018212065,0.003600059,-0.003600059,-0.003600059,0.000211768,-0.000211768,-0.000317652
9.727626459,0.467098528,0.041531611,-0.018176685,-0.003698744,0.003381709,0.003698744,-0.000105678,0.000317035,0.000422714,-0.388790834,-0.038678294,0.019444826,0.004227136,-0.003064674,-0.003381709,0.000211357,-0.000317035,-0.000317035
9.737098345,0.370526298,0.041028958,-0.018352285,-0.004535335,0.001582093,0.002742295,0.000105473,0.000105473,0.000527364,-0.286042505,-0.03744288,0.019828905,0.005273645,-0.001265675,-0.002320404,0.000105473,0,-0.000316419
9.746588694,0.382963529,0.04431766,-0.019685041,-0.004947577,0.001579014,0.002842225,0.000105268,0.000105268,0.000526338,-0.29432821,-0.040633294,0.021264055,0.00568445,-0.001263211,-0.002526422,0.000105268,0,-0.000315803
9.756097561,0.3706605,0.04160475,-0.018596063,-0.00462275,0.001575937,0.002836687,0.000105062,0.000105062,0.000525312,-0.28534975,-0.037927563,0.020172,0.005358187,-0.001155688,-0.002311375,0.000210125,0,-0.000315188
9.765625,0.382520525,0.044459622,-0.019818086,-0.005033165,0.001572864,0.002831155,0.000104858,0.000104858,0.000524288,-0.293810995,-0.040789606,0.02139095,0.005767168,-0.001258291,-0.002516582,0.000104858,0,-0.000314573
9.775171065,0.373192241,0.042175119,-0.018837522,-0.004709381,0.001569793,0.002825628,0.000104653,0.000104653,0.000523264,-0.287272211,-0.03861692,0.020407315,0.005441951,-0.001255835,-0.002407017,0.000104653,0,-0.000313959
9.784735812,0.407244312,0.045121709,-0.019845196,-0.004909075,0.001880071,0.003029004,0.000104448,0.000208897,0.000522242,-0.3165831,-0.041361566,0.02151637,0.005640214,-0.001462278,-0.002506762,0.000208897,0,-0.000313345
9.794319295,0.380699453,0.043365546,-0.019389403,-0.004899473,0.001563662,0.002814591,0.000104244,0.000104244,0.000521221,-0.293134409,-0.039717002,0.020953064,0.005629181,-0.001250929,-0.002501858,0.000104244,0,-0.000312732
9.803921569,0.4177206,0.04650588,-0.02049588,-0.00509796,0.00187272,0.00301716,0.00010404,0.00010404,0.0005202,-0.32533308,-0.04276044,0.02205648,0.00582624,-0.0015606,-0.00270504,0.00010404,0,-0.00041616
9.813542689,0.403610921,0.045064867,-0.019936531,-0.004984133,0.001765214,0.002907411,0.000103836,0.000103836,0.00051918,-0.312962005,-0.041326768,0.021597909,0.005710985,-0.001453705,-0.002595903,0.000103836,0,-0.000415344
9.823182711,0.537644891,0.04362924,-0.018757464,-0.003419869,0.004248928,0.004248928,0,0.00041453,0.00041453,-0.460646018,-0.040934798,0.020104686,0.003938031,-0.003938031,-0.003938031,0.000207265,-0.000310897,-0.00041453
9.832841691,0.459120887,0.046646434,-0.02068578,-0.004757729,0.002689151,0.003516583,0.000103429,0.000310287,0.000517145,-0.367482882,-0.042922993,0.022340642,0.005481732,-0.002275436,-0.003102867,0.000206858,-0.000103429,-0.000310287
9.842519685,0.417857229,0.048825709,-0.021470925,-0.005367731,0.001754835,0.003096768,0.000103226,0.000206451,0.000619354,-0.323096128,-0.044696685,0.023328986,0.006296762,-0.001341933,-0.002683866,0.000206451,0,-0.000309677
9.852216749,0.484514818,0.050996137,-0.02225286,-0.005254147,0.002678585,0.003605788,0.000206045,0.000309067,0.000618135,-0.387158555,-0.04697826,0.024107265,0.00618135,-0.002163472,-0.002987652,0.000206045,0,-0.00041209
9.861932939,0.487467724,0.039174268,-0.017479332,-0.00246767,0.004421243,0.00514098,-0.000719737,0.001336655,0.000205639,-0.411689678,-0.03608968,0.019021626,0.003187408,-0.004009964,-0.004729702,0.001028196,-0.001131016,0
9.871668312,0.434582572,0.051103216,-0.022473101,-0.005746546,0.001847104,0.003283741,0.000102617,0.000205234,0.000615701,-0.336480815,-0.046895923,0.024320205,0.006567482,-0.001436637,-0.002770656,0.000205234,0,-0.000410468
9.881422925,0.442327794,0.050080642,-0.02212151,-0.005530378,0.001945874,0.003277261,0.000102414,0.000204829,0.000512072,-0.344931699,-0.04608648,0.023862555,0.006349693,-0.00163863,-0.002867603,0.000102414,0,-0.000409658
9.891196835,0.531911768,0.046404293,-0.020544632,-0.003986272,0.004088484,0.00439512,-0.000102212,0.000511061,0.000511061,-0.446871301,-0.043031294,0.022077814,0.004701757,-0.003679636,-0.003986272,0.000306636,-0.000306636,-0.000306636
9.900990099,0.53667461,0.04661857,-0.02029999,-0.00387638,0.0040804,0.00438643,-0.00010201,0.00051005,0.00051005,-0.45414852,-0.04335425,0.02183014,0.00459045,-0.00377437,-0.00397839,0.00030603,-0.00030603,-0.00030603
9.910802775,0.448566489,0.054263717,-0.023924904,-0.006108486,0.001832546,0.003359667,0.000101808,0.000203616,0.000610849,-0.346860197,-0.049885969,0.025655641,0.006922951,-0.001425313,-0.002952435,0.000203616,-0.000101808,-0.000407232
9.920634921,0.439955712,0.05334336,-0.023369472,-0.005994778,0.001727309,0.003353011,0.000101606,0.000203213,0.000609638,-0.339771802,-0.048872678,0.025299994,0.006909235,-0.001320883,-0.002844979,0.000203213,0,-0.000406426
9.930486594,0.475893196,0.054251621,-0.023525937,-0.005780079,0.002129503,0.003549172,0.000101405,0.00020281,0.000709834,-0.373068627,-0.049789806,0.025554035,0.006794128,-0.001622478,-0.002940742,0.00020281,0,-0.00040562
9.940357853,0.448736762,0.055054758,-0.024086457,-0.00617342,0.001821665,0.003440922,0.000101204,0.000202407,0.000607222,-0.346521126,-0.0506018,0.026110529,0.007185456,-0.001214443,-0.002833701,0.000202407,0,-0.000404814
9.950248756,0.451380172,0.055450373,-0.024341602,-0.006262155,0.001717043,0.003333083,0,0.000202005,0.000606015,-0.348761633,-0.051006262,0.026159648,0.007171178,-0.001313032,-0.002929072,0.000202005,-0.000101002,-0.000505012
9.960159363,0.523664312,0.059372142,-0.024696392,-0.006148898,0.002419238,0.003729659,0.000100802,0.000201603,0.000705611,-0.42145149,-0.055037674,0.026611622,0.00695531,-0.00191523,-0.003225651,0.000201603,-0.000100802,-0.000504008
9.970089731,0.465480364,0.057443114,-0.024949023,-0.006337857,0.001810816,0.003521032,0.000100601,0.000301803,0.000704206,-0.360654227,-0.052714872,0.027061642,0.007444467,-0.001307812,-0.002917426,0.000301803,0,-0.000402404
9.98003992,0.458729428,0.056927027,-0.024798899,-0.006325225,0.001807207,0.003514014,0.0001004,0.000301201,0.000702803,-0.354212611,-0.052208208,0.026907307,0.00742963,-0.001204805,-0.002911612,0.000301201,0,-0.000401602
9.99000999,0.494988494,0.058516858,-0.025450825,-0.006412806,0.002004002,0.003607204,0.0001002,0.0002004,0.000601201,-0.387373587,-0.053907654,0.027354627,0.007314607,-0.001703402,-0.003206403,0.0002004,-0.0001002,-0.000501
10,0.5451,0.0589,-0.025,-0.006,0.0028,0.0039,1.00E-04,0.0002,0.0007,-0.4413,-0.0546,0.027,0.0069,-0.0023,-0.0035,0.0002,-0.0001,-0.0005
10.01001001,0.557682959,0.06007966,-0.025349225,-0.005988006,0.002894203,0.004091804,9.98E-05,0.0002994,0.000698601,-0.454489655,-0.055688456,0.027445028,0.006986007,-0.002395202,-0.003493003,0.0001996,-9.98E-05,-0.000499
10.02004008,0.487344757,0.059561039,-0.025896104,-0.006673227,0.001892408,0.003685215,9.96E-05,0.000199201,0.000597602,-0.379079122,-0.05468062,0.027888112,0.00756963,-0.001494006,-0.003187213,0.000199201,-9.96E-05,-0.000498002
10.03009027,0.47712432,0.060038144,-0.026043036,-0.006759261,0.001789216,0.003677833,9.94E-05,0.000298203,0.000695806,-0.369274344,-0.055068099,0.028229856,0.00775327,-0.001292212,-0.003081428,0.000298203,0,-0.000397604
10.04016064,0.483310195,0.060612178,-0.026387626,-0.00684491,0.001785629,0.003670459,9.92E-05,0.000297605,0.000694411,-0.373990032,-0.055652098,0.028470859,0.007836926,-0.001289621,-0.003174451,0.000198403,-9.92E-05,-0.000496008
10.05025126,0.492141428,0.061579555,-0.026631673,-0.006831173,0.001881047,0.003762095,9.90E-05,0.000297007,0.000693018,-0.381456633,-0.056431425,0.02890873,0.0079202,-0.001287033,-0.00316808,0.000297007,0,-0.00039601
10.06036217,0.50004502,0.061455839,-0.026676972,-0.006916252,0.001877268,0.003754537,9.88E-05,0.000197607,0.000592822,-0.38918738,-0.056515659,0.028751848,0.007805484,-0.001482054,-0.003260519,0.000197607,-9.88E-05,-0.000494018
10.07049345,0.486812391,0.061726667,-0.026820533,-0.007000948,0.001774888,0.003746986,9.86E-05,0.000295815,0.000690234,-0.376572113,-0.056697818,0.028989841,0.007986997,-0.001281864,-0.003155357,0.00019721,-9.86E-05,-0.000493025
10.08064516,0.486914867,0.061504,-0.026766541,-0.006986854,0.001771315,0.003739443,9.84E-05,0.000295219,0.000688845,-0.376896512,-0.056485274,0.028931482,0.007970918,-0.001279283,-0.003149005,0.000196813,-9.84E-05,-0.000492032
10.09081736,0.493397494,0.062656768,-0.027203644,-0.007070983,0.001767746,0.003731908,9.82E-05,0.000294624,0.000687457,-0.382029509,-0.057451738,0.029364222,0.008053064,-0.001276705,-0.003240867,0.000294624,-9.82E-05,-0.000491041
10.1010101,0.5165127,0.06262839,-0.02714877,-0.00695871,0.00205821,0.00382239,9.80E-05,0.00019602,0.00068607,-0.40409523,-0.05762988,0.02930499,0.00793881,-0.00156816,-0.00333234,0.00019602,-9.80E-05,-0.00049005
10.11122346,0.500113267,0.062501932,-0.027093952,-0.006944659,0.00185843,0.003814672,9.78E-05,0.000293436,0.000684685,-0.388411849,-0.057317891,0.02934363,0.008020592,-0.001369369,-0.003227799,0.000293436,-9.78E-05,-0.000489061
10.12145749,0.499102427,0.063058902,-0.027332032,-0.007125851,0.001854674,0.003806962,9.76E-05,0.000292843,0.000683301,-0.387041096,-0.057885339,0.029577163,0.008101995,-0.001268987,-0.003221275,0.000292843,-9.76E-05,-0.000488072
10.13171226,0.499164196,0.063028734,-0.027276732,-0.007014017,0.001850921,0.003896676,9.74E-05,0.000292251,0.000681918,-0.387232177,-0.057768222,0.029614738,0.00818302,-0.00126642,-0.003214758,0.000292251,-9.74E-05,-0.000389668
10.14198783,0.504958602,0.064553814,-0.027999245,-0.00729147,0.001847172,0.003888784,9.72E-05,0.000291659,0.000680537,-0.39130889,-0.059303956,0.030235296,0.008360886,-0.001263855,-0.003305466,0.000291659,-9.72E-05,-0.000486098
10.15228426,0.505875315,0.063452715,-0.02755439,-0.007082642,0.001843427,0.0038809,9.70E-05,0.000291067,0.000679158,-0.393426237,-0.0582135,0.029785907,0.00814989,-0.001358315,-0.003298765,0.000291067,-9.70E-05,-0.000485112
10.16260163,0.545902733,0.064389024,-0.02749847,-0.006874618,0.002226989,0.004066675,9.68E-05,0.000290477,0.000677779,-0.433681862,-0.059450918,0.029628634,0.007939699,-0.001742861,-0.003485722,0.000193651,-9.68E-05,-0.000484128
10.17293998,0.507301725,0.06329193,-0.027442608,-0.00705391,0.001932578,0.003865156,9.66E-05,0.000289887,0.000676402,-0.395018943,-0.058073969,0.029761701,0.008116828,-0.001352805,-0.003285383,0.000289887,-9.66E-05,-0.000483144
10.18329939,0.518517015,0.063548952,-0.027386802,-0.006943133,0.00202508,0.003953728,9.64E-05,0.000289297,0.000771459,-0.406462566,-0.058341602,0.029701179,0.008100322,-0.001446486,-0.003278702,0.000289297,0,-0.000482162
10.19367992,0.525641578,0.063227118,-0.02713858,-0.006832763,0.002117194,0.00394568,9.62E-05,0.000288708,0.000769889,-0.414007702,-0.058030368,0.029448247,0.007987596,-0.001539778,-0.003368264,0.000288708,0,-0.000481181
10.20408163,0.50737932,0.06271412,-0.02717932,-0.00701092,0.0019208,0.0038416,9.60E-05,0.00028812,0.00067228,-0.39597292,-0.05743192,0.02948428,0.00806736,-0.00134456,-0.00326536,0.00028812,-9.60E-05,-0.0004802
10.2145046,0.526950862,0.066419961,-0.028657386,-0.007379996,0.002012726,0.004025452,9.58E-05,0.000287532,0.000766753,-0.411554565,-0.061052692,0.030957644,0.008530125,-0.001437661,-0.003450388,0.000287532,-9.58E-05,-0.000479221
10.22494888,0.528648707,0.063606186,-0.027451091,-0.006886685,0.002199913,0.004017233,0.000191297,0.000286945,0.000765187,-0.416548782,-0.058345524,0.029746652,0.008130114,-0.001530374,-0.003347694,0.000286945,0,-0.000478242
10.23541453,0.578062762,0.062139838,-0.026249548,-0.006204439,0.003054493,0.004390833,9.55E-05,0.000381812,0.000763623,-0.475928159,-0.057462646,0.028349511,0.007158967,-0.002481775,-0.003722663,0.000286359,-9.55E-05,-0.000477265
10.24590164,0.612792141,0.055058893,-0.02343337,-0.004572365,0.004572365,0.004953395,-9.53E-05,0.000571546,0.000571546,-0.530394317,-0.051439104,0.025052749,0.005334426,-0.004096077,-0.004572365,0.000285773,-0.00038103,-0.00038103
10.25641026,0.531494437,0.063596812,-0.027473063,-0.006939563,0.002186437,0.004087687,0.000190125,0.000285187,0.0007605,-0.419320688,-0.058273313,0.029849625,0.008080312,-0.001616063,-0.00342225,0.000285187,0,-0.000475313
10.26694045,0.619295693,0.069348216,-0.028650015,-0.007020202,0.003035763,0.004458777,9.49E-05,0.000284603,0.000758941,-0.510008218,-0.064699703,0.030737102,0.007968878,-0.002561425,-0.003889572,0.000189735,-0.000189735,-0.000569206
10.27749229,0.559043475,0.059927946,-0.026035047,-0.006059066,0.003029533,0.004449626,0,0.000378692,0.00066271,-0.457648799,-0.055383646,0.028023178,0.007005795,-0.002650841,-0.003976262,0.000284019,-0.000284019,-0.000473364
10.28806584,0.580286333,0.062450222,-0.026926344,-0.006424531,0.00292883,0.004346006,9.45E-05,0.000283435,0.000661349,-0.473809176,-0.057820781,0.029004869,0.007369315,-0.002456438,-0.003779136,0.000188957,-9.45E-05,-0.00056687
10.29866117,0.605586774,0.063547483,-0.0266824,-0.006128467,0.003299943,0.004525637,0.000188568,0.000377136,0.000848557,-0.501402844,-0.058927563,0.028850935,0.007259876,-0.002639955,-0.003865648,0.000282852,-9.43E-05,-0.000471421
10.30927835,0.55146149,0.06877979,-0.02963835,-0.00762129,0.00216407,0.00423405,9.41E-05,0.00037636,0.00075272,-0.43290809,-0.06322848,0.03208469,0.00875037,-0.00159953,-0.00357542,0.00028227,-9.41E-05,-0.00047045
10.31991744,0.524034134,0.064694413,-0.028074934,-0.007136104,0.001971818,0.004037532,9.39E-05,0.000281688,0.000751169,-0.410325957,-0.059248439,0.030422336,0.008356753,-0.001408442,-0.00338026,0.000281688,0,-0.000469481
10.33057851,0.533354061,0.06559168,-0.028391827,-0.007215085,0.002061453,0.004122906,0.000187405,0.00037481,0.000749619,-0.418381216,-0.060156941,0.03082809,0.008433216,-0.001405536,-0.003466989,0.000281107,0,-0.000468512
10.34126163,0.604348021,0.068167988,-0.029081268,-0.007106676,0.002898776,0.004488427,9.35E-05,0.000280527,0.000748071,-0.49223085,-0.063118508,0.031325481,0.008135274,-0.002431231,-0.003927374,0.000280527,-0.000187018,-0.000561053
10.35196687,0.581262872,0.067187232,-0.028741205,-0.007185301,0.002519521,0.004292518,9.33E-05,0.000279947,0.000746525,-0.466857947,-0.062054874,0.030980779,0.008211773,-0.002052943,-0.00382594,0.000186631,-9.33E-05,-0.000559894
10.3626943,0.540203623,0.068072548,-0.029519833,-0.007636045,0.001955573,0.00409739,9.31E-05,0.000279368,0.00074498,-0.422962395,-0.06257832,0.031847895,0.008753515,-0.00148996,-0.003538655,0.000279368,-9.31E-05,-0.000465612
10.37344398,0.548935147,0.070998214,-0.030666768,-0.007991946,0.001951522,0.004274762,9.29E-05,0.000371718,0.000743437,-0.428405456,-0.065236579,0.033175867,0.00920003,-0.001393944,-0.003624254,0.000371718,-9.29E-05,-0.000464648
10.38421599,0.546034867,0.069830886,-0.030232229,-0.007882637,0.001947475,0.00417316,9.27E-05,0.000278211,0.000741895,-0.426867951,-0.064173935,0.032643389,0.008995479,-0.00148379,-0.003616739,0.000278211,-9.27E-05,-0.000556421
10.3950104,0.568685338,0.071351732,-0.030724741,-0.007866274,0.002221066,0.004349587,9.25E-05,0.000370178,0.0008329,-0.447822352,-0.065706524,0.03322344,0.009069351,-0.001573255,-0.003701776,0.000277633,-9.25E-05,-0.000555266
10.40582726,0.573875949,0.07212699,-0.031030306,-0.008034633,0.00221645,0.004340549,9.24E-05,0.000369408,0.000738817,-0.451509417,-0.06640116,0.033523812,0.009142858,-0.001662338,-0.003694084,0.000277056,-9.24E-05,-0.000554113
10.41666667,0.61304832,0.0723456,-0.03078144,-0.00774144,0.00267264,0.00451584,9.22E-05,0.00027648,0.00073728,-0.49296384,-0.06700032,0.0331776,0.00884736,-0.00211968,-0.00396288,0.00027648,-0.00018432,-0.00064512
10.42752868,0.618761377,0.069435916,-0.030073569,-0.00726548,0.003034947,0.004690373,9.20E-05,0.000275904,0.000827713,-0.502605667,-0.064193734,0.032372771,0.008369097,-0.002483139,-0.004138565,0.000275904,-9.20E-05,-0.000551809
10.43841336,0.554145903,0.070667828,-0.030653318,-0.00789277,0.002019081,0.004221714,9.18E-05,0.000275329,0.000734211,-0.434285925,-0.064977691,0.033039504,0.009085864,-0.001468422,-0.003671056,0.000275329,-9.18E-05,-0.000550658
10.44932079,0.564620908,0.073176335,-0.031505206,-0.008151056,0.002106453,0.004396075,9.16E-05,0.00036634,0.000824264,-0.442080312,-0.067314902,0.034161168,0.009433245,-0.001465358,-0.003663396,0.00036634,-9.16E-05,-0.000457925
10.46025105,0.590676837,0.067996838,-0.029337346,-0.007128701,0.002924595,0.004661074,9.14E-05,0.000456968,0.000822542,-0.47853689,-0.06269601,0.031713579,0.008316818,-0.00228484,-0.003929925,0.000365574,-9.14E-05,-0.000456968
10.47120419,0.610053522,0.068401875,-0.028546383,-0.006840188,0.003192087,0.004651327,9.12E-05,0.000456013,0.000820823,-0.506812293,-0.063568143,0.030826445,0.007934617,-0.00255367,-0.00401291,0.00036481,-0.000182405,-0.000456013
10.48218029,0.609959743,0.073992431,-0.031763048,-0.008100032,0.002548325,0.00455058,9.10E-05,0.000364046,0.000819104,-0.48745813,-0.068440723,0.034220362,0.009283183,-0.002002255,-0.003913499,0.000273035,-0.000182023,-0.00054607
10.49317943,0.598782194,0.062393958,-0.027064628,-0.005994179,0.003723657,0.00508597,0,0.000635746,0.000726567,-0.498788383,-0.057580451,0.029335151,0.00708403,-0.003087911,-0.004359403,0.000454105,-0.000363284,-0.000363284
10.50420168,0.574959258,0.074316928,-0.032083162,-0.008337997,0.002084499,0.00444089,9.06E-05,0.000362522,0.000815674,-0.451430022,-0.068335322,0.034620813,0.009606822,-0.001450086,-0.003806477,0.000362522,-9.06E-05,-0.000543782
10.51524711,0.558196297,0.069457997,-0.030116553,-0.007777849,0.002080122,0.004250685,9.04E-05,0.00027132,0.000723521,-0.440262407,-0.063850711,0.032558436,0.00886313,-0.001537482,-0.003708044,0.00027132,-9.04E-05,-0.000542641
10.52631579,0.5799465,0.074727,-0.032129,-0.008303,0.002166,0.0045125,9.02E-05,0.000361,0.00081225,-0.45639425,-0.0687705,0.0348365,0.00965675,-0.00153425,-0.0037905,0.000361,-9.02E-05,-0.00045125
10.5374078,0.611327959,0.070787239,-0.030350254,-0.007474988,0.002971983,0.004683125,9.01E-05,0.0004503,0.000810541,-0.497942293,-0.065473693,0.032781876,0.00864577,-0.002341563,-0.003962644,0.00036024,-9.01E-05,-0.0004503
10.54852321,0.590268787,0.047811053,-0.020670192,-0.002785982,0.005751706,0.006201058,-0.000718963,0.001527797,0.000179741,-0.523045728,-0.044575718,0.022287859,0.003594816,-0.005302354,-0.005751706,0.000988574,-0.001348056,0
10.55966209,0.606601608,0.076139084,-0.032374805,-0.008340324,0.002421384,0.004573726,8.97E-05,0.000358724,0.000807128,-0.484366541,-0.070399507,0.034975551,0.009595856,-0.001793618,-0.00394596,0.000358724,-0.000179362,-0.000538085
10.57082452,0.571314374,0.070519381,-0.030606127,-0.007785769,0.002147798,0.004385088,8.95E-05,0.000268475,0.000805424,-0.45246953,-0.065060393,0.033111892,0.00894916,-0.001610849,-0.003758647,0.000268475,-8.95E-05,-0.00053695
10.58201058,0.643603117,0.073853167,-0.031613085,-0.007680015,0.003125587,0.004911638,8.93E-05,0.00035721,0.000803722,-0.52652754,-0.068405715,0.034113555,0.00893025,-0.00250047,-0.00428652,0.000267908,-0.000178605,-0.000625117
10.59322034,0.590021146,0.07129088,-0.030744192,-0.007752883,0.002406067,0.004544794,0.000178227,0.000356454,0.000891136,-0.470519808,-0.06558761,0.033328486,0.009000474,-0.001782272,-0.003831885,0.000356454,0,-0.000534682
10.60445387,0.588149289,0.076297564,-0.032991138,-0.00853679,0.002134198,0.00453517,8.89E-05,0.0003557,0.000800324,-0.462943029,-0.070250671,0.035658885,0.009870664,-0.001511723,-0.003912696,0.0003557,-8.89E-05,-0.000533549
10.61571125,0.5767866,0.072053957,-0.031235213,-0.008075012,0.002129674,0.00443682,8.87E-05,0.000266209,0.000798628,-0.456460042,-0.066286091,0.033719832,0.009228586,-0.001597255,-0.003815665,0.000266209,-8.87E-05,-0.000532418
10.62699256,0.6408226,0.071369769,-0.030371998,-0.007260944,0.003187732,0.004870145,0.000177096,0.000354192,0.000885481,-0.526418455,-0.066056883,0.032851345,0.008500618,-0.002479347,-0.004161761,0.000265644,-8.85E-05,-0.000531289
10.63829787,0.59881572,0.07722664,-0.03322336,-0.00865928,0.002209,0.00459472,8.84E-05,0.00035344,0.00079524,-0.47246092,-0.0711298,0.03596252,0.00989632,-0.00159048,-0.0039762,0.00035344,-0.00017672,-0.00053016
10.64962726,0.581759516,0.073623704,-0.0319183,-0.008288177,0.00211613,0.004496777,8.82E-05,0.000352688,0.000793549,-0.459905674,-0.067716173,0.034475291,0.009434415,-0.001587098,-0.003879572,0.000264516,-0.000176344,-0.000529033
10.66098081,0.602341202,0.077866194,-0.033610041,-0.008710456,0.00219961,0.004663173,8.80E-05,0.000351938,0.000879844,-0.475555682,-0.071707286,0.036249573,0.010030222,-0.001583719,-0.003959298,0.000351938,-8.80E-05,-0.000527906
10.67235859,0.602637922,0.074276177,-0.032133665,-0.008252909,0.002370516,0.004565439,8.78E-05,0.000351188,0.000790172,-0.480249043,-0.068481582,0.034767572,0.009394268,-0.001755938,-0.003950861,0.000263391,-0.000175594,-0.000614578
10.68376068,0.601089466,0.078673421,-0.033904915,-0.00884857,0.00219024,0.004730918,8.76E-05,0.000438048,0.000876096,-0.473880326,-0.072453139,0.036708422,0.010162714,-0.001489363,-0.003942432,0.000350438,-8.76E-05,-0.000525658
10.69518717,0.593249085,0.075620462,-0.032696015,-0.00839256,0.002185562,0.004633393,8.74E-05,0.00034969,0.000874225,-0.469895938,-0.069500887,0.035406113,0.009703898,-0.001573605,-0.003934013,0.00034969,-8.74E-05,-0.000524535
10.70663812,0.603583116,0.079122689,-0.034196355,-0.008898031,0.002093654,0.004710722,8.72E-05,0.000348942,0.00078512,-0.476131905,-0.072928962,0.036813423,0.010206565,-0.001570241,-0.004012838,0.000348942,-0.000174471,-0.000610649
10.71811361,0.596372014,0.076515983,-0.033165631,-0.008617841,0.002176222,0.004613592,8.70E-05,0.000348196,0.00078344,-0.471805038,-0.07042256,0.035777098,0.009836526,-0.00156688,-0.004004249,0.000348196,-0.000174098,-0.000522293
10.72961373,0.616549315,0.079131646,-0.034050061,-0.008773102,0.002345285,0.004777432,0.000173725,0.000434312,0.000868624,-0.488601,-0.072877554,0.03691652,0.010162901,-0.001650386,-0.00399567,0.00034745,-8.69E-05,-0.000521174
10.74113856,0.599971964,0.077228405,-0.033370299,-0.00866761,0.002166902,0.004680509,8.67E-05,0.000346704,0.000780085,-0.474378295,-0.071074402,0.036057258,0.009967751,-0.00156017,-0.003987101,0.000346704,-0.000173352,-0.000520057
10.75268817,0.61035993,0.07991676,-0.03442302,-0.00890847,0.00224874,0.00475695,8.65E-05,0.00043245,0.0008649,-0.4826142,-0.07360299,0.0371907,0.01029231,-0.00155682,-0.00406503,0.00034596,-8.65E-05,-0.00051894
10.76426265,0.661779839,0.076465433,-0.032795558,-0.008026281,0.003106948,0.005005638,0.000172608,0.000345216,0.000949345,-0.540522578,-0.070769362,0.035384681,0.009320843,-0.002416515,-0.004315205,0.000345216,-8.63E-05,-0.000604129
10.77586207,0.617641165,0.080779059,-0.034791834,-0.009042432,0.002325197,0.00482263,0.000172237,0.000430592,0.000861184,-0.489066394,-0.074406298,0.037633741,0.010420326,-0.001550131,-0.004047565,0.000430592,-8.61E-05,-0.00051671
10.78748652,0.61278751,0.079487932,-0.034287227,-0.008851089,0.002234255,0.004812242,8.59E-05,0.000429664,0.000859329,-0.48595055,-0.073214831,0.037123013,0.010226015,-0.001546792,-0.004038846,0.000343732,-8.59E-05,-0.000515597
10.79913607,0.62810117,0.081631715,-0.035070768,-0.009089246,0.002400933,0.004887613,8.57E-05,0.000428738,0.000857476,-0.500422994,-0.07537214,0.037900439,0.010461207,-0.001714952,-0.004115885,0.00034299,-0.000171495,-0.000600233
10.81081081,0.64651025,0.066310937,-0.027551125,-0.00581825,0.004534813,0.005390438,-8.56E-05,0.000770063,0.000598938,-0.564284687,-0.0622895,0.029604625,0.006845,-0.003935875,-0.004877063,0.000427813,-0.000513375,-0.00034225
10.82251082,0.634867834,0.082389384,-0.035346326,-0.009220781,0.00247595,0.004951901,8.54E-05,0.000426888,0.000853776,-0.506886811,-0.075986064,0.038249165,0.010586822,-0.00179293,-0.004183502,0.000426888,-0.000170755,-0.000597643
10.83423619,0.646102954,0.080592483,-0.034758703,-0.008860062,0.00264098,0.004941188,8.52E-05,0.000425965,0.000851929,-0.520613812,-0.07462898,0.037399683,0.010137955,-0.00204463,-0.004259645,0.000340772,-0.000170386,-0.00059635
10.84598698,0.654819705,0.056190552,-0.024482419,-0.003995395,0.006035596,0.00637563,-0.000425042,0.001275126,0.000340034,-0.585112817,-0.0526202,0.026352604,0.004930487,-0.005525546,-0.00586558,0.000765076,-0.001020101,-0.000170017
10.8577633,0.67341853,0.076680986,-0.033081399,-0.007973465,0.003477788,0.005259094,8.48E-05,0.000424121,0.000848241,-0.558821171,-0.071082596,0.035626122,0.009245827,-0.002884019,-0.004580501,0.000339296,-0.000169648,-0.000508945
10.86956522,0.63293792,0.08277792,-0.03571808,-0.0093104,0.00236992,0.00490912,8.46E-05,0.0004232,0.0008464,-0.50335408,-0.07634528,0.0385112,0.01066464,-0.0016928,-0.004232,0.00033856,-0.00016928,-0.00059248
10.88139282,0.637136818,0.082344697,-0.035471562,-0.009205715,0.002449227,0.00498291,8.45E-05,0.00042228,0.000929017,-0.508425722,-0.075926034,0.038343069,0.010641469,-0.001773578,-0.004222805,0.00042228,-0.000168912,-0.000506737
10.89324619,0.648813208,0.077699153,-0.033540415,-0.008258695,0.003202351,0.005224889,0,0.000505634,0.000758452,-0.532095934,-0.07196863,0.03615286,0.009438509,-0.002612444,-0.00455071,0.000421362,-0.00033709,-0.000505634
10.90512541,0.628732705,0.082491211,-0.035569605,-0.009249779,0.0022704,0.004961245,8.41E-05,0.000420445,0.000924978,-0.499572155,-0.076016366,0.038428627,0.01067929,-0.001597689,-0.004204445,0.000420445,-0.000168178,-0.000588622
